ticker,accession_number,filing_date,sector,drift_score_mda,drift_score_risk_factors,forward_return
CAT,0000018230-25-000048,2025-11-03,Industrials,0.003648222212416119,-2.220446049250313e-16,0.00045557881882607
CAT,0000018230-26-000021,2026-05-06,Industrials,0.016068946719208888,0.0031945271584098434,-0.02657159125007136
CAT,0000018230-26-000046,2026-08-05,Industrials,0.006434893837265698,-4.440892098500626e-16,-0.01777109014120528
COP,0001163165-23-000011,2023-05-04,Energy,0.01663851015499629,0.012573787850325369,0.0015552630329967307
COP,0001163165-23-000023,2023-08-03,Energy,0.011589692560219689,0.0011622445826161565,0.007305017678844748
COP,0001163165-23-000031,2023-11-02,Energy,0.00543654403213345,0.0017530165912937878,-0.06449758509835773
COP,0001163165-24-000023,2024-05-02,Energy,0.012703363339998663,0.0022398054782827304,0.009325148381582311
COP,0001163165-24-000037,2024-08-01,Energy,0.011333771908987655,0.7402982010908321,-0.001107138548369545
COP,0001163165-24-000052,2024-10-31,Energy,0.0065603880944499204,0.0045623477977908555,0.026109189213510003
COP,0001163165-25-000025,2025-05-08,Energy,0.013853416603336388,0.744080818660244,0.046611116909176104
COP,0001163165-25-000042,2025-08-07,Energy,0.009941248371363454,0.004457961185555859,0.03293739850989519
COP,0001163165-25-000058,2025-11-06,Energy,0.0030820838248060145,0.002365513418225662,0.04389440049135935
COP,0001163165-26-000018,2026-04-30,Energy,0.015415928885776475,0.15921111283373934,-0.08665925927543437
COP,0001163165-26-000032,2026-08-06,Energy,0.013070187977230363,-4.440892098500626e-16,0.06646106855823722
DAL,0000027904-23-000006,2023-04-13,Airlines,0.028447367602209117,-6.661338147750939e-16,0.01251300238945632
DAL,0000027904-23-000009,2023-07-13,Airlines,0.016479329046903524,-6.661338147750939e-16,0.020540757934226654
DAL,0000027904-23-000013,2023-10-12,Airlines,0.008583233609949836,0.22504459893056084,-0.06941685164963131
DAL,0000027904-24-000006,2024-04-10,Airlines,0.022350567785014874,0.22504459893056084,0.035467113540615595
DAL,0000027904-24-000009,2024-07-11,Airlines,0.012715482733504646,-6.661338147750939e-16,-0.0015559792600538976
DAL,0000027904-24-000012,2024-10-10,Airlines,0.009253182869792598,0.7666811694092589,0.09882675115385298
DAL,0000027904-25-000007,2025-04-09,Airlines,0.01916930676659767,0.7666811694092589,-0.08312627664611683
DAL,0000027904-25-000012,2025-07-10,Airlines,0.014418573967810433,-6.661338147750939e-16,-0.007749183447841437
DAL,0000027904-25-000020,2025-10-09,Airlines,0.010053002496928753,0.22101430325645288,0.013933218655477059
DAL,0000027904-26-000022,2026-04-08,Airlines,0.051847012222862476,0.22101430325645288,0.05743237261388115
DAL,0000027904-26-000031,2026-07-10,Airlines,0.03641837763415645,-6.661338147750939e-16,-0.036846335315165846
HON,0000773840-23-000038,2023-04-27,Industrials,0.03895551468476188,0.73990903609722,-0.016065571731629574
HON,0000773840-23-000073,2023-07-27,Industrials,0.011527913260773737,-4.440892098500626e-16,-0.03003923834000405
HON,0000773840-23-000085,2023-10-26,Industrials,0.010214592833258207,-4.440892098500626e-16,0.058900367138166196
HON,0000773840-24-000051,2024-04-25,Industrials,0.02271610552284231,0.007868465168648031,0.003212112938351568
HON,0000773840-24-000082,2024-07-25,Industrials,0.01637233001901406,-4.440892098500626e-16,0.01052109147841305
HON,0000773840-24-000099,2024-10-24,Industrials,0.013326979114252513,0.6808176267494853,-0.016355804092387564
HON,0000773840-25-000037,2025-04-29,Industrials,0.022183039054246678,0.39291505695673146,-0.007376273446919195
HON,0000773840-25-000064,2025-07-24,Industrials,0.010759525772548018,0.6467019726523764,-0.009488642208809956
HON,0000773840-25-000105,2025-10-23,Industrials,0.008995400643639573,0.6475876713279052,-0.03785423506715379
HON,0000773840-26-000057,2026-04-23,Industrials,0.025021830876791995,0.2106454412684129,-4.663310033752997e-05
HON,0000773840-26-000124,2026-07-23,Industrials,0.01817858225089286,0.2018236976395963,-0.017704148027414147
KO,0000021344-23-000024,2023-04-26,Consumer Staples,0.010337221422592857,0.12481117752950532,0.030080201077384232
KO,0000021344-23-000048,2023-07-27,Consumer Staples,0.009604262890671622,0.001553434576915369,-0.012812287870844758
KO,0000021344-23-000060,2023-10-24,Consumer Staples,0.005563820841458567,0.0011999028265563538,0.015276820599255763
KO,0000021344-24-000017,2024-05-02,Consumer Staples,0.011335989028239846,0.003742709894998919,0.014357144145030613
KO,0000021344-24-000044,2024-07-29,Consumer Staples,0.008187016383977341,0.0038959404115941343,0.019003390816551825
KO,0000021344-24-000060,2024-10-24,Consumer Staples,0.005625143512194342,-2.220446049250313e-16,-0.029569173891918352
KO,0000021344-25-000029,2025-05-01,Consumer Staples,0.013198591046711838,0.0018947554030567249,-0.001683304040411283
KO,0000021344-25-000061,2025-07-24,Consumer Staples,0.012163526185989704,-8.881784197001252e-16,-0.01751084097238899
KO,0001628280-25-046054,2025-10-23,Consumer Staples,0.005641112081372079,-8.881784197001252e-16,-0.013726037331453002
KO,0001628280-26-028802,2026-04-30,Consumer Staples,0.009547768470941187,0.0025133633806074807,-0.004189967268968408
KO,0001628280-26-050503,2026-07-29,Consumer Staples,0.00983492147133469,0.0027312889874162583,-0.02525819436181932
MSFT,0000950170-23-014423,2023-04-25,Technology,0.0059474245722686,,0.05302483309003138
MSFT,0000950170-23-054855,2023-10-24,Technology,0.019449441617307994,,0.02293282485783377
MSFT,0000950170-24-008814,2024-01-30,Technology,0.013977589065965468,,-0.007587082726695102
MSFT,0000950170-24-048288,2024-04-25,Technology,0.004559596508628916,,-0.003007247848171993
MSFT,0000950170-24-118967,2024-10-30,Technology,0.011195291997533219,,-0.028552946936328802
MSFT,0000950170-25-010491,2025-01-29,Technology,0.006446786001997329,,-0.06565229333055707
MSFT,0000950170-25-061046,2025-04-30,Technology,0.005984823912530413,,0.09636693669181617
MSFT,0001193125-25-256321,2025-10-29,Technology,0.012895313284732701,,-0.06350288044694123
MSFT,0001193125-26-027207,2026-01-28,Technology,0.007083662796183887,,-0.1400245037844255
MSFT,0001193125-26-191507,2026-04-29,Technology,0.00756598055685731,,-0.024737313790176726
MSFT,0001564590-23-000733,2023-01-24,Technology,0.011319330921492954,0.0014656246362189096,0.05302483309003138
NKE,0000320187-23-000003,2023-01-05,Retail,0.0062806755463770125,0.0006019832081742837,0.019673302479220414
NKE,0000320187-23-000013,2023-04-06,Retail,0.0034788262649325663,0.0008477688272182649,0.019673302479220414
NKE,0000320187-23-000052,2023-10-06,Retail,0.012724307108219701,0.0015878422626494082,0.02883331308989141
NKE,0000320187-24-000004,2024-01-05,Retail,0.011541285160766468,0.0006125651238958474,0.02919274759096341
NKE,0000320187-24-000019,2024-04-04,Retail,0.005527884755446855,0.0007403197350450696,0.032895479007687044
NKE,0000320187-24-000065,2024-10-07,Retail,0.01135038923582321,0.002226008525444745,0.009526124280880264
NKE,0000320187-25-000004,2025-01-03,Retail,0.009603050200517771,0.0006586176413160283,-0.01677800802756781
NKE,0000320187-25-000016,2025-04-03,Retail,0.004389568220465878,0.0007839266674438683,-0.021230663301570273
NKE,0000320187-25-000097,2025-10-01,Retail,0.014135548960864552,0.002767130873290058,-0.06886793558652053
NKE,0000320187-25-000151,2025-12-30,Retail,0.014300834498120585,0.0004951576767890931,0.033175398587246566
NKE,0000320187-26-000037,2026-04-01,Retail,0.009308513656387851,0.0007533614623826956,-0.014116089021681036
PFE,0000078003-23-000088,2023-08-09,Healthcare,0.007386757069474892,0.23580511402314364,-0.01004465984427648
PFE,0000078003-23-000115,2023-11-08,Healthcare,0.007000160910234365,0.02511874467880748,-0.020441244873613706
PFE,0000078003-24-000107,2024-05-08,Healthcare,0.013014155267017768,,0.01945522561565799
PFE,0000078003-24-000166,2024-08-05,Healthcare,0.007535252077572663,,-0.04337589166464911
PFE,0000078003-24-000191,2024-11-04,Healthcare,0.0031181226002554574,,-0.054755059266254805
PFE,0000078003-25-000114,2025-05-05,Healthcare,0.015549509431968644,,-0.03267702803610618
PFE,0000078003-25-000138,2025-08-05,Healthcare,0.007216042912565723,,-0.004040419453322285
PFE,0000078003-25-000150,2025-11-04,Healthcare,0.0039185933804822826,,0.04979428106219385
PFE,0000078003-26-000054,2026-05-05,Healthcare,0.01666199645700206,,-0.02192816283463872
PFE,0000078003-26-000095,2026-08-04,Healthcare,0.007578881280179139,,0.04761908693771685
PFE,0001628280-23-017196,2023-05-10,Healthcare,0.01337526405954681,,0.012503387809271082
PG,0000080424-23-000014,2023-01-19,Consumer Staples,0.011171682587918785,-4.440892098500626e-16,0.009674082120062318
PG,0000080424-23-000046,2023-04-21,Consumer Staples,0.004059599269328085,-4.440892098500626e-16,0.009674082120062318
PG,0000080424-23-000103,2023-10-18,Consumer Staples,0.012785854512445405,0.0068469690734428434,0.0037992890012434445
PG,0000080424-24-000018,2024-01-23,Consumer Staples,0.018663506403599928,-8.881784197001252e-16,0.02279523225754474
PG,0000080424-24-000051,2024-04-19,Consumer Staples,0.002305977089645306,-8.881784197001252e-16,0.019919020542822692
PG,0000080424-24-000113,2024-10-18,Consumer Staples,0.013988575178168539,0.007406836788840021,-0.01786546929239949
PG,0000080424-25-000013,2025-01-22,Consumer Staples,0.00816878343149896,-4.440892098500626e-16,0.009044495475853481
PG,0000080424-25-000037,2025-04-24,Consumer Staples,0.0034973772068036535,0.2050672213462783,0.0028207669509528396
PG,0000080424-25-000245,2025-10-24,Consumer Staples,0.013676625183681068,0.21453172591550773,-0.013902618529786859
PG,0000080424-26-000011,2026-01-23,Consumer Staples,0.009939948496138773,-6.661338147750939e-16,0.010789280331862161
PG,0000080424-26-000060,2026-04-24,Consumer Staples,0.006931636126901286,0.21374091419302155,-0.006208653086913523
T,0000732717-23-000022,2023-05-01,Telecom,0.15710810009164078,0.0052833074121343415,-0.035052892657584434
T,0000732717-23-000047,2023-07-27,Telecom,0.3400824472769042,0.36354406593242716,-0.028945559591235872
T,0000732717-23-000057,2023-10-31,Telecom,0.36154237293910574,0.4270553918347364,0.02857146395823154
T,0000732717-24-000022,2024-05-02,Telecom,0.5041802629571581,0.03630040846924687,0.021403128233250825
T,0000732717-24-000053,2024-07-25,Telecom,0.46518877903343925,0.5507274411454465,0.014590868760005753
T,0000732717-24-000059,2024-10-29,Telecom,0.07249955322826973,0.5821768720709901,-0.005861184234740437
T,0000732717-25-000023,2025-04-29,Telecom,0.5061025812730198,0.03696472393832928,0.03150185473939818
T,0000732717-25-000080,2025-07-24,Telecom,0.09752115984467502,0.5573208160003272,-0.0182664837925578
T,0000732717-25-000171,2025-10-31,Telecom,0.004377436393186995,0.5583704850166952,0.0032323201497395835
T,0000732717-26-000206,2026-04-27,Telecom,0.11512650758279219,0.0365141079761806,0.022727269330028856
T,0000732717-26-000297,2026-07-22,Telecom,0.1422080482315482,0.00042160692713832937,0.03906248189095066
TGT,0000027419-22-000037,2022-11-23,Retail,0.011671002306597456,-6.661338147750939e-16,-0.0015800670234053815
TGT,0000027419-23-000025,2023-05-26,Retail,0.015899401269432345,0.003387262797855284,-0.0015800670234053815
TGT,0000027419-23-000035,2023-08-25,Retail,0.0185861789083831,-6.661338147750939e-16,0.030626452906640178
TGT,0000027419-23-000052,2023-11-22,Retail,0.011863444425096903,-6.661338147750939e-16,0.025363965966235632
TGT,0000027419-24-000129,2024-05-31,Retail,0.016489427755102093,0.008352427196461898,-0.06506149733508616
TGT,0000027419-24-000152,2024-08-30,Retail,0.010630371088318435,-4.440892098500626e-16,-0.019723986952254947
TGT,0000027419-24-000179,2024-11-27,Retail,0.0052329910800810175,-4.440892098500626e-16,-0.007072013181980154
TGT,0000027419-25-000101,2025-05-30,Retail,0.026012920083537838,0.009196642242608077,0.03520899354727396
TGT,0000027419-25-000118,2025-08-29,Retail,0.012591596296774754,-4.440892098500626e-16,-0.046676424257594676
TGT,0000027419-25-000126,2025-11-26,Retail,0.05031208363595985,-4.440892098500626e-16,0.019933109413160247
TGT,0000027419-26-000022,2026-05-29,Retail,0.04785135369146287,0.01622696388200673,-0.03541355167079058
UAL,0000100517-23-000116,2023-04-20,Airlines,0.3991482838650209,0.01994521315844966,-0.010830365925857987
UAL,0000100517-23-000153,2023-07-20,Airlines,0.033393581698434094,-4.440892098500626e-16,-0.058511603166825875
UAL,0000100517-23-000186,2023-10-18,Airlines,0.032006217599352293,0.5559776498706701,-0.03835549503220966
UAL,0000100517-24-000079,2024-04-17,Airlines,0.0011941472218688354,0.5778995881469097,0.08063184971564696
UAL,0000100517-24-000121,2024-07-18,Airlines,0.002313027221841013,-4.440892098500626e-16,0.007113641633897602
UAL,0000100517-24-000136,2024-10-16,Airlines,0.006777164896946797,0.5433838703697086,0.0198556008307375
UAL,0000100517-25-000091,2025-04-16,Airlines,0.005995100970621836,0.5723936135806358,0.03075093676189535
UAL,0000100517-25-000147,2025-07-17,Airlines,0.0016552578601992662,-4.440892098500626e-16,-0.016334113613576274
UAL,0000100517-25-000193,2025-10-16,Airlines,-4.440892098500626e-16,-4.440892098500626e-16,-0.025562705711595062
UAL,0000100517-26-000091,2026-04-22,Airlines,0.014103608879608154,0.05014231413218273,-0.03369312363687276
UAL,0000100517-26-000139,2026-07-16,Airlines,0.019963978628211088,0.04252627549395327,-0.02912212065963794
VZ,0000732712-24-000052,2024-07-25,Telecom,0.006909957168203862,0.07524778267851451,0.022528102477948998
VZ,0000732712-24-000069,2024-10-25,Telecom,0.005238087339560216,0.07524778267851451,-0.0004833363278736825
VZ,0000732712-25-000024,2025-04-25,Telecom,0.014284588692058953,0.0028319521622230948,0.04366504027004161
VZ,0000732712-25-000086,2025-07-25,Telecom,0.005837079228552811,-2.220446049250313e-16,-0.004642543046395146
VZ,0000732712-25-000116,2025-10-29,Telecom,0.0046711657647815485,-2.220446049250313e-16,-0.012932118119954728
VZ,0000732712-26-000023,2026-05-01,Telecom,0.013636727384419456,0.004998990825431315,-0.0184992595792431
VZ,0000732712-26-000046,2026-07-31,Telecom,0.010922771182501956,-4.440892098500626e-16,0.005340739001615277
